,City,Name,Score,Link,Pets,Price
117,Rome,Bettoja Hotel Massimo d'Azeglio,8.5,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,157
118,Rome,Hotel Mancino 12,9.1,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,155
119,Rome,Hotel dei Borgognoni,9.0,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,153
120,Rome,Anantara Palazzo Naiadi,8.8,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",407
121,Rome,Tree Charme,9.0,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,78
122,Rome,The Club Navona,9.1,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,71
123,Rome,L'Imperiale,7.8,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,75
124,Rome,Stefano House Roma,9.4,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,53
125,Rome,Gemini suites Navona,9.2,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",90
126,Rome,Rhome GuestHouse Affittacamere,8.9,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,69
127,Rome,Elysium Suites collection,8.9,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,83
128,Rome,Maison Colosseo (Via dei Querceti 24),8.7,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",79
129,Rome,G-Rough,8.8,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,315
130,Rome,Hotel Savoy,8.4,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",137
131,Rome,Melody Suite Rome,8.9,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,106
132,Rome,Boutique Hotel Campo de' Fiori,8.9,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",122
133,Rome,Hotel Due Torri,8.7,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,77
134,Rome,Appartamento Benincampi,9.7,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,107
135,Rome,Trevi Beau Boutique Hotel,8.8,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",158
136,Rome,B&B Lost in Rome,9.1,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",79
137,Rome,Locanda Navona,8.9,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,101
138,Rome,Aenea Superior Inn,9.1,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,75
139,Rome,Liberty Rome Apartment - Liberty Collection,7.4,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,145
140,Rome,La Locanda di Piazza del Popolo,8.4,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,55
141,Rome,More Cola di Rienzo B&B,9.3,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",80
142,Rome,Vaticano Luxury Guest House,9.5,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,107
143,Rome,Piazza del Popolo sweet rooms,9.1,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,82
144,Rome,Princeps Boutique Hotel,9.2,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,103
145,Rome,Il Tempio Della Capitale,9.0,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",105
146,Rome,Hotel Central Lodge,8.5,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,101
147,Rome,All'Ombra Del Cupolone,9.2,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,111
148,Rome,Grand Tour Rome Apartment - Liberty Collection,9.0,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,79
149,Rome,Hotel Columbia,8.7,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,108
150,Rome,Hotel Alexandra,8.3,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",100
151,Rome,Martius Private Suites,8.9,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,227
152,Rome,Principe Guesthouse,8.9,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,71
153,Rome,Casa Ricci Marchetti,9.9,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",325
154,Rome,Domus Ester,7.7,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,65
155,Rome,Spagna Boutique Luxury Suites,8.7,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",107
156,Rome,Pantheon Unique Rooms,9.3,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,112
157,Rome,Hotel Alius,7.5,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",38
158,Rome,MILLINA SUITES IN NAVONA,9.3,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,134
159,Rome,BDB Luxury Rooms Navona Angeli,9.0,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,102
160,Rome,Relais Rione Ponte,9.3,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",150
161,Rome,Hotel Isa,8.9,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",187
162,Rome,Coronari Palace,9.3,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,168
163,Rome,Relais Giulia,9.1,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,76
164,Rome,Domus Trevi,9.6,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,92
165,Rome,iH Hotels Roma Dei Borgia,8.6,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,206
166,Rome,Flatinrome Trastevere Deluxe Rooms,8.9,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",113
167,Rome,Penta Luxury House,9.4,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,110
168,Rome,Duca d'Alba Hotel - Chateaux & Hotels Collection,8.5,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,136
169,Rome,Palazzo Dama - Preferred Hotels & Resorts,8.8,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,314
170,Rome,Babuino 79,9.6,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",160
171,Rome,Vatican Style,9.0,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,84
172,Rome,Hotel Fellini,8.8,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,168
173,Rome,Paola A Trastevere,9.3,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,59
174,Rome,Domus Aurea Relais,8.8,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,340
175,Rome,Locanda Parlamento,8.5,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",59
176,Rome,Condotti Palace,8.4,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,92
177,Rome,Lh Royal Suites Terrace,9.3,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,96
178,Rome,Domus Victoria Guest House,8.6,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",75
179,Rome,Atlante Star Hotel,8.0,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,76
180,Rome,Hotel Napoleon,8.4,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",121
181,Rome,Town House 62,9.1,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,69
182,Rome,Relais Roma Centro,8.4,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",69
183,Rome,Casa Heberart Guest House Sistina,8.9,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,67
184,Rome,St. Peter Central Rooms B&B,8.0,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,42
185,Rome,Orange Hotel,6.7,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",82
186,Rome,Maison Coquette,9.1,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",127
187,Rome,Ai Senatori,8.8,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,67
188,Rome,B&B Fantasie Romane,8.9,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,72
189,Rome,Hotel Smeraldo,8.8,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,97
190,Rome,FILOMENA ARTHOUSE,8.2,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,62
191,Rome,Tree Charme,9.0,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",78
192,Rome,Hotel Romano,8.8,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,128
193,Rome,Hotel Villa Pinciana,9.0,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,131
194,Rome,The Radical Hotel Roma,9.5,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,128
195,Rome,Hotel Gregoriana,8.8,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",158
196,Rome,B&B 94Rooms Vatican-Scipioni,8.3,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,66
197,Rome,Hotel Colosseum,8.5,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,142
198,Rome,Navona Living Rome,8.8,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,145
199,Rome,Hotel Manfredi Suite In Rome,9.0,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,186
200,Rome,Porta Castello 10,9.4,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",97
201,Rome,Hotel Scalinata Di Spagna,9.0,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,127
202,Rome,Rome Innitaly,8.5,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,62
203,Rome,Boutique Hotel Galatea,9.1,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",115
204,Rome,Les Diamants,9.4,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,142
205,Rome,The Roman Empire Guesthouse,8.3,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",43
206,Rome,Apartment Ripa 17,8.6,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,141
207,Rome,The Liberty Boutique Hotel,9.4,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",121
208,Rome,Maison Evelina,9.7,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,131
209,Rome,Hotel Miami,8.5,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,76
210,Rome,900 Piazza del Popolo,9.5,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",157
211,Rome,iH Hotels Roma Cicerone,7.7,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",134
212,Rome,Luxury Apartment Frattina 34 Anelli,9.4,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,96
213,Rome,Top Floor Colosseo Guesthouse,9.6,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,70
214,Rome,Relais Esquilino,8.1,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,61
215,Rome,Domus Liberius - Rome,8.7,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,66
216,Rome,Residenza Canova Tadolini Luxury Rooms & Suites,9.0,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",108
217,Rome,Le Suite Di Napoleone,8.6,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,65
218,Rome,Residenza Di Ripetta,8.6,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,139
219,Rome,Saint Peter Apartments,9.1,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,114
220,Rome,Allegra's House,9.3,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",82
221,Rome,Home Colosseo,9.7,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,160
222,Rome,Soggiorno Downtown,9.0,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,93
223,Rome,Evergreen,7.8,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,45
224,Rome,4 You City Center Apartament,7.9,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,241
225,Rome,B&B Federica's House In Rome,9.0,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",55
226,Rome,Rome River Inn,9.3,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,116
227,Rome,Black And White Suite,9.1,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,126
228,Rome,Domus Giulia,9.5,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",92
229,Rome,Suite Artis Barberini,8.3,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,96
230,Rome,Houspitality Nero Bed & Breakfast,8.5,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",67
231,Rome,Casa De Fiori Apartments,8.7,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,96
232,Rome,Palazzo Cardinal Cesi,8.8,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",186
233,Rome,Cicero Rome Center,8.2,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,54
234,Rome,iRooms Central Station,8.8,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,79
235,Rome,Trevispagna Charme B&B,8.7,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",99
236,Rome,Corso Grand Suite,8.1,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",87
237,Rome,Locanda degli Antiquari,8.7,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,61
238,Rome,Hotel Italia,8.5,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,73
239,Rome,Opera Dreams,9.1,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,107
240,Rome,Growel Exclusive Suites San Pietro,9.7,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,101
241,Rome,Sallustio Luxury Suites,8.0,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",54
242,Rome,Hotel Augustea,7.5,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,87
243,Rome,Monti Garden,8.7,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,68
244,Rome,Hotel Resi,7.4,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,60
245,Rome,Al Viminale Hill Inn & Hotel,8.2,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",103
246,Rome,Trastevere Luxury Guest House,9.4,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,107
247,Rome,Art Seven Roma,9.2,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,123
248,Rome,Hotel Domus Mea,8.5,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,61
249,Rome,Albergo Abruzzi,9.0,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,177
250,Rome,Tolomeo B&b,9.6,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",92
251,Rome,Hotel Carmel,7.6,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,85
252,Rome,Exe Domus Aurea,8.5,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,57
253,Rome,Fontana di Trevi De luxe,7.3,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",183
254,Rome,Hotel Sonya,8.2,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,92
255,Rome,Dreaming Navona Rooms,9.0,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",72
256,Rome,Casa Fabio,9.8,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,132
257,Rome,Yes Hotel,8.6,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",117
258,Rome,iRooms Jacuzzi Suites,8.9,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,110
259,Rome,Dnb House Hotel,8.8,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,98
260,Rome,Elegant Rooms Roma,9.0,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",115
261,Rome,Hotel Cinquantatre,7.7,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",78
262,Rome,Casa Simpatia Roma - SPECIAL - Only By Reservation Free Parking !,7.9,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,33
263,Rome,S.Apollonia Suite Trastevere,9.6,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,195
264,Rome,Rhome86,8.8,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,68
265,Rome,Residenza Cavallini,8.5,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,59
266,Rome,Trevi Luxury Maison,9.6,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",234
267,Rome,Arena House - Daplace Collection,8.3,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,101
268,Rome,La Gensola In Trastevere,8.9,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,80
269,Rome,Hotel Bergamo,7.4,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,71
270,Rome,Rome To Stay,8.8,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",51
271,Rome,Guestlovers,8.5,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,57
272,Rome,Roma Boutique Hotel,8.0,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,151
273,Rome,Suite Dal Conte,8.2,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,93
274,Rome,Roma Five Suites,9.6,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,187
275,Rome,Dante's in Vaticano,9.3,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",78
276,Rome,Casa I Cappuccini,8.7,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,77
277,Rome,Hotel La Lumiere Di Piazza Di Spagna,8.3,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,147
278,Rome,Opera Private Suites by Premium Suites Collection,9.1,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",95
279,Rome,Ascanio Twenty Six,9.2,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,83
280,Rome,Boutique Centrale Relais,8.5,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",96
281,Rome,Hotel Aventino,8.8,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,84
282,Rome,Colonna 18,9.0,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",89
283,Rome,Le Suite del Barone,9.5,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,121
284,Rome,Rome Luxury House - The House,9.3,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,327
285,Rome,The Right Place 4U Roma Navona Terrace Luxury Rooms,9.3,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",87
286,Rome,Maison Tritone,9.7,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",159
287,Rome,BREAK - Via Veneto Charming Suite,9.7,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,233
288,Rome,La Stazione Del Vaticano,9.0,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,66
289,Rome,Trastevere Royal Suite,9.1,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,101
290,Rome,Orange Garden B&B,8.5,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,55
291,Rome,Domus Domas,8.4,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",73
292,Rome,Residenza Bourbon,8.7,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,76
293,Rome,Hotel Everest Inn Rome,8.0,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,92
294,Rome,Luxury Trastevere,8.5,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,87
295,Rome,Maison Degli Artisti,9.2,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",103
296,Rome,Casa Heberart Guest House Capo le Case,8.8,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,67
297,Rome,Residenza B,9.9,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,188
298,Rome,La Girandola Bed & Breakfast,9.4,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,75
299,Rome,Hotel Canada,9.0,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,116
300,Rome,Trevi Palace Hotel,8.9,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",106
301,Rome,Domus Libera,9.5,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,146
302,Rome,Excellent Trinity Rooms,9.8,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,106
303,Rome,Dimora Frattina,8.7,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",81
304,Rome,Foro Romano Luxury Suites,9.3,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,156
305,Rome,Boutique Hotel Trevi,7.6,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",223
306,Rome,Residenza Flaminio Gaio,9.1,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,106
307,Rome,Vatican Golden Rooms,8.5,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",87
308,Rome,Hotel Martis Palace,9.4,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,271
309,Rome,Residenza Spada,9.3,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,120
310,Rome,Mario De' Fiori 37,9.3,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",182
311,Rome,La Residenza Dell'Angelo,8.9,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",106
312,Rome,Arianna's house in St Peter Vatican,9.7,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,117
313,Rome,Casa Terrazza Colosseo,9.6,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,192
314,Rome,Il Pretoriano,8.7,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,126
315,Rome,Hotel St. Moritz,7.8,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,93
316,Rome,Arc Trilussa 44,9.7,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",175
317,Rome,Vantaggio B&B,9.2,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,97
